Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
9310,Rubicon Skill Development,2.3, 6 years old ,EdTech , Pune +2 more,, 51-200 Employees ,67 Reviews
9311,Aditya Birla Insurance Brokers,3.8, Public ,Insurance , 20 years old , Veraval +17 more, 201-500 Employees ,67 Reviews
9312,Government of Uttar Pradesh,4, Lucknow +22 more,Government ,,, 1 Lakh+ Employees ,67 Reviews
9313,Arvind Textile Mills,4.4, 92 years old ,Fashion & Textile , Ahmedabad +11 more,, 10k-50k Employees (Global) ,67 Reviews
9314,Pegatron Technology India,3.5,,Chengalpattu +1 more,,,,67 Reviews
9315,Kovai.co,4.3, 14 years old ,Software Product , Sidcup +1 more,, 51-200 Employees ,67 Reviews
9316,Welcomhotel By ITC Hotels,4.3,,New Delhi +16 more,,,,67 Reviews
9317,Radixweb,3.3, 23 years old ,IT Services & Consulting , Ahmedabad +2 more,, 501-1k Employees ,67 Reviews
9318,ETP International,4.1, 35 years old ,Power , Singapore +3 more,, 51-200 Employees ,67 Reviews
9319,Captain Tractors,3.5, 29 years old ,Automobile , Rajkot  +9 more,, 51-200 Employees ,67 Reviews
9320,The BIM Engineers,4, 10 years old ,Engineering & Construction , Kampen +6 more,, 501-1k Employees ,67 Reviews
9321,Defsys Solutions,3.7, 16 years old ,Defence & Aerospace , Gurgaon/Gurugram +5 more,, 51-200 Employees ,67 Reviews
9322,Kich Architectural Products,3.9, 20 years old ,Architecture & Interior Design , Rajkot +16 more,, 51-200 Employees ,67 Reviews
9323,Bellfast Management,3.8, 28 years old ,Recruitment , Bangalore/Bengaluru +17 more,, 11-50 Employees ,67 Reviews
9324,Lithium Urban Technologies,3.5, Startup ,Urban Transport , 10 years old , Bangalore +7 more, 51-200 Employees ,67 Reviews
9325,Valenta AI Private Limited,3.4, 12 years old ,IT Services & Consulting , North York +6 more,, 201-500 Employees ,67 Reviews
9326,Anmol Feeds,3.7, 23 years old ,Agriculture , Kolkata +10 more,, 51-200 Employees ,66 Reviews
9327,"Altruista Health, Inc",3.5, 16 years old ,IT Services & Consulting , Reston,, 201-500 Employees ,66 Reviews
9328,Degania Medical Devices,4.1, 39 years old ,Medical Equipment , Degania Bet +4 more,, 51-200 Employees ,66 Reviews
9329,Hyoseong Electric,3.4, Public ,Auto Components , 50 years old , Busan +5 more, 51-200 Employees ,66 Reviews
9330,Imperial Electric Company,4.2, 12 years old ,Engineering & Construction , Kolkata +15 more,, 501-1k Employees ,66 Reviews
9331,Ejadah asset Management group,4, 18 years old ,Real Estate , Dubai +6 more,, 1k-5k Employees ,66 Reviews
9332,China Petroleum Engineering & Construction Corporation,3.8, Public ,Oil & Gas , 43 years old , Beijing +8 more, 10k-50k Employees (Global) ,66 Reviews
9333,Microgen Hygiene,2.5, MNC ,Healthcare , 16 years old , Mumbai +8 more, 51-200 Employees ,66 Reviews
9334,Visen Industries,3.4, Public ,Chemicals , 38 years old , Mumbai +7 more, 1k-5k Employees ,66 Reviews
9335,Associated Power Structures,4.2, 27 years old ,Oil & Gas , Vadodara +12 more,, 501-1k Employees ,66 Reviews
9336,Al Ansari Trading Enterprise LLC,3.8, 48 years old ,Engineering & Construction , Muscat +2 more,, 501-1k Employees ,66 Reviews
9337,Saveetha University,4.3, 35 years old ,Education & Training , Chennai +13 more,, 201-500 Employees ,66 Reviews
9338,Bharat Cooperative Bank,4, Mumbai +12 more,Financial Services ,,, 1k-5k Employees ,66 Reviews
9339,Boutique International,4, 40 years old ,Fashion & Textile , Noida +11 more,, 51-200 Employees ,66 Reviews
9340,Pricol Engineering Industries,4.1, Public ,Auto Components , 28 years old , Coimbatore +7 more, 51-200 Employees ,66 Reviews
9341,4I Apps Solutions,4.2, 15 years old ,IT Services & Consulting , Chennai,, 201-500 Employees ,66 Reviews
9342,Brindavan Bottlers,3.6, 38 years old ,Beverage , Lucknow +4 more,, 51-200 Employees ,66 Reviews
9343,DEVU TOOLS,4.3, 30 years old ,Industrial Automation , Mumbai +2 more,, 51-200 Employees ,66 Reviews
9344,Biomerieux,3.8, 60 years old ,Biotechnology , Marcy I'Etoile +12 more,, 51-200 Employees ,66 Reviews
9345,Seinumero Nirman,3.7, 31 years old ,Industrial Machinery , Pune,, 201-500 Employees ,66 Reviews
9346,Regency Health Care,4.2, Kanpur +5 more,1k-5k Employees ,,, 28 years old ,66 Reviews
9347,Nipro Medical,4, 69 years old ,Healthcare , Osaka +21 more,, 501-1k Employees ,66 Reviews
9348,Oriental Rubber Industries,3.3, 74 years old ,Petrochemicals , Pune +3 more,, 201-500 Employees ,66 Reviews
9349,Lakshmi Electrical Control Systems,3.3, Public ,Electrical Equipment , 42 years old , Coimbatore +2 more, 51-200 Employees ,66 Reviews
9350,Renishaw,4, 50 years old ,Industrial Automation , Wotton-under-edge +3 more,, 201-500 Employees ,66 Reviews
9351,Bothra Group,3.9, 46 years old ,Logistics , Visakhapatnam +7 more,, 1k-5k Employees ,66 Reviews
9352,OSRAM,4.8, 117 years old ,Semiconductors , Munich +12 more,, 51-200 Employees ,66 Reviews
9353,Global Group,3.8, 23 years old ,Engineering & Construction , Pune +6 more,, 51-200 Employees ,66 Reviews
9354,Sahara Hospital,4.4, 14 years old ,Healthcare , Lucknow +7 more,, 501-1k Employees ,66 Reviews
9355,SunEdison,3, 64 years old ,Facility Management Services , Chennai +10 more,, 201-500 Employees ,66 Reviews
9356,The Chancery Pavilion,3.5, 16 years old ,Hospitality , Belagavi/Belgaum +5 more,, 201-500 Employees ,66 Reviews
9357,GreenPoint Global,3.1, 22 years old ,IT Services & Consulting , Rye +2 more,, 201-500 Employees ,66 Reviews
9358,QwikCilver Solutions,3.7, 16 years old ,IT Services & Consulting , Bangalore +3 more,, 51-200 Employees ,66 Reviews
9359,Avantel,3.9, Public ,Hardware & Networking , 33 years old , Hyderabad/Secunderabad +4 more, 51-200 Employees ,66 Reviews
9360,Sterling Infosystems,3.8, 48 years old ,IT Services & Consulting , New York +3 more,, 1k-5k Employees ,66 Reviews
9361,42Gears Mobility Systems,4.3, 14 years old ,Software Product , Fremont +3 more,, 51-200 Employees ,66 Reviews
9362,Aster (India),3.3, 33 years old ,Consumer Electronics & Appliances , New Delhi +12 more,, 51-200 Employees ,66 Reviews
9363,Malpani Group,4.1, 129 years old ,Power , Sangamner +9 more,, 1k-5k Employees ,66 Reviews
9364,Hetro Pharma,3.9, Hyderabad/Secunderabad +4 more,1k-5k Employees ,,, 30 years old ,66 Reviews
9365,Shiv Nadar University,4.1, 12 years old ,Education & Training , Noida +7 more,, 501-1k Employees ,66 Reviews
9366,Livesalesman,4.6, Noida,201-500 Employees (Global) ,,, 20 years old ,66 Reviews
9367,BTI Payments,3.4, 17 years old ,Financial Services , Bengaluru/Bangalore +9 more,, 201-500 Employees ,66 Reviews
9368,Shyam Ferro Alloys,4.3, Public ,Iron & Steel , 28 years old , Kolkata +5 more, 1k-5k Employees ,66 Reviews
9369,Cogeme Precision Parts,3.8, 16 years old ,Industrial Machinery , Pune,, 51-200 Employees ,66 Reviews
9370,Mangalore Refinery and Petrochemicals,4, Public ,Oil & Gas , 35 years old , Mangaluru/Mangalore +5 more, 1k-5k Employees ,66 Reviews
9371,Swan Solutions & Services,4.2, 34 years old ,IT Services & Consulting , Mumbai +5 more,, 201-500 Employees ,66 Reviews
9372,Mobiotics,4.9, 12 years old ,Software Product , Bangalore +2 more,, 51-200 Employees ,66 Reviews
9373,Stallion Group,3.7, 54 years old ,Telecom , Lagos +10 more,, 5k-10k Employees (Global) ,66 Reviews
9374,Rotana Hotels,4.2, 31 years old ,Hospitality , Abu Dhabi +12 more,, 10k-50k Employees (Global) ,66 Reviews
9375,Mtg Learning Media,4.1, 41 years old ,Printing & Publishing , Gurugram +4 more,, 51-200 Employees ,66 Reviews
9376,Al Mulla Group,4.1, 85 years old ,Non-Profit , Kuwait City +8 more,, 10k-50k Employees (Global) ,66 Reviews
9377,Ruparel Realty,3.5, 23 years old ,Real Estate , Mumbai +3 more,, 201-500 Employees ,66 Reviews
9378,Acharya Institutes,3, 33 years old ,Education & Training , Bengaluru +7 more,, 1k-5k Employees ,66 Reviews
9379,Tekwissen,3.7, 14 years old ,IT Services & Consulting , Ann Arbor +3 more,, 201-500 Employees ,66 Reviews
9380,Bharat Cooperative Bank,4, Mumbai +12 more,Financial Services ,,, 1k-5k Employees ,66 Reviews
9381,Nxtgen Datacenter Cloud Technologies,3.1, Startup ,IT Services & Consulting , 11 years old , Bangalore +5 more, 201-500 Employees ,66 Reviews
9382,Hyoseong Electric,3.4, Public ,Auto Components , 50 years old , Busan +5 more, 51-200 Employees ,66 Reviews
9383,Lakshmi Electrical Control Systems,3.3, Public ,Electrical Equipment , 42 years old , Coimbatore +2 more, 51-200 Employees ,66 Reviews
9384,Degania Medical Devices,4.1, 39 years old ,Medical Equipment , Degania Bet +4 more,, 51-200 Employees ,66 Reviews
9385,Rotana Hotels,4.2, 31 years old ,Hospitality , Abu Dhabi +12 more,, 10k-50k Employees (Global) ,66 Reviews
9386,"Altruista Health, Inc",3.5, 16 years old ,IT Services & Consulting , Reston,, 201-500 Employees ,66 Reviews
9387,Anmol Feeds,3.7, 23 years old ,Agriculture , Kolkata +10 more,, 51-200 Employees ,66 Reviews
9388,Thriveni Sainik Mining,4.2, 8 years old ,Metals & Mining , Hazaribagh +8 more,, 51-200 Employees ,66 Reviews
9389,Symbiosis International University,3.8, 52 years old ,Education & Training , Pune +6 more,, 501-1k Employees ,66 Reviews
9390,Bothra Group,3.9, 46 years old ,Logistics , Visakhapatnam +7 more,, 1k-5k Employees ,66 Reviews
9391,Renishaw,4, 50 years old ,Industrial Automation , Wotton-under-edge +3 more,, 201-500 Employees ,66 Reviews
9392,Local Company,3.7, Kolkata +28 more,Real Estate ,,, 501-1k Employees ,66 Reviews
9393,Regency Health Care,4.2, Kanpur +5 more,1k-5k Employees ,,, 28 years old ,66 Reviews
9394,DEVU TOOLS,4.3, 30 years old ,Industrial Automation , Mumbai +2 more,, 51-200 Employees ,66 Reviews
9395,Pricol Engineering Industries,4.1, Public ,Auto Components , 28 years old , Coimbatore +7 more, 51-200 Employees ,66 Reviews
9396,Oriental Rubber Industries,3.3, 74 years old ,Petrochemicals , Pune +3 more,, 201-500 Employees ,66 Reviews
9397,Acharya Institutes,3, 33 years old ,Education & Training , Bengaluru +7 more,, 1k-5k Employees ,66 Reviews
9398,China Petroleum Engineering & Construction Corporation,3.8, Public ,Oil & Gas , 43 years old , Beijing +8 more, 10k-50k Employees (Global) ,66 Reviews
9399,Accel Limited,3.8, Public ,IT Services & Consulting , 32 years old , Chennai +21 more, 1k-5k Employees ,66 Reviews
9400,C1 India,4.1, 23 years old ,IT Services & Consulting , Gurgaon/Gurugram +6 more,, 51-200 Employees ,66 Reviews
9401,Kumon India Education,3.9, 19 years old ,Education & Training , New Delhi +14 more,, 51-200 Employees ,66 Reviews
9402,E2E Networks,3.7, Public ,IT Services & Consulting , 14 years old , Delhi +6 more, 51-200 Employees ,66 Reviews
9403,Tag Corporation,3.6, 51 years old ,Industrial Machinery , Chennai +3 more,, 51-200 Employees ,66 Reviews
9404,Local Company,3.7, Kolkata +28 more,Real Estate ,,, 501-1k Employees ,66 Reviews
9405,Vwr Lab Products,4.1, 171 years old ,Pharma , Radnor +2 more,, 501-1k Employees ,66 Reviews
9406,ABES Engineering College,3.8, 24 years old ,Education & Training , Ghaziabad +6 more,, 201-500 Employees ,66 Reviews
9407,Symbiosis International University,3.8, 52 years old ,Education & Training , Pune +6 more,, 501-1k Employees ,66 Reviews
9408,Flex Technologies,4,,1k-5k Employees ,,, Chennai +4 more,66 Reviews
9409,Accel Limited,3.8, Public ,IT Services & Consulting , 32 years old , Chennai +21 more, 1k-5k Employees ,66 Reviews
9410,National Environmental Engineering Research Institute,4.4, 65 years old ,Clinical Research , Nagpur +8 more,, 501-1k Employees ,66 Reviews
9411,FSL,4, 23 years old ,Education & Training , Bengaluru +14 more,, 11-50 Employees (Global) ,66 Reviews
9412,White Crow Research,3.4, 12 years old ,Recruitment , Mumbai +2 more,, 501-1k Employees ,66 Reviews
9413,Sai Estate consultants.,2.8, 14 years old ,Real Estate , Mumbai +15 more,, 51-200 Employees ,66 Reviews
9414,Linux Laboratories,3.5, 16 years old ,Pharma , Chennai +16 more,, 11-50 Employees ,66 Reviews
9415,Ondoor Concepts,3.8, Startup ,Internet , 9 years old , Bhopal +4 more, 51-200 Employees ,66 Reviews
9416,Geo Designs And Research,4, 32 years old ,Engineering & Construction , Vadodara/Baroda +14 more,, 1-10 Employees ,66 Reviews
9417,Ktl,3.9, 40 years old ,Fashion & Textile , New Delhi +7 more,, 51-200 Employees ,66 Reviews
9418,Kion india,3.7, Forbes Global 2000 ,Industrial Machinery , 12 years old , Pune +9 more, 201-500 Employees ,66 Reviews
9419,Homeward,3.7, 15 years old ,Financial Services , Austin +2 more,, 11-50 Employees ,66 Reviews
9420,Inspace Technologies,4.2, 20 years old ,Software Product , Chennai +9 more,, 51-200 Employees ,66 Reviews
9421,"Ecos (india), Mobility And Hospatility",4.1, 27 years old ,Urban Transport , New Delhi +9 more,, 51-200 Employees ,66 Reviews
9422,Sai Estate consultants.,2.8, 14 years old ,Real Estate , Mumbai +15 more,, 51-200 Employees ,66 Reviews
9423,Linux Laboratories,3.5, 16 years old ,Pharma , Chennai +16 more,, 11-50 Employees ,66 Reviews
9424,Geo Designs And Research,4, 32 years old ,Engineering & Construction , Vadodara/Baroda +14 more,, 1-10 Employees ,66 Reviews
9425,Digamber Finance,3.8, Jaipur +17 more,Financial Services ,,, 10k-50k Employees ,66 Reviews
9426,WPP,3.7, Forbes Global 2000 ,Marketing & Advertising , 38 years old , London +5 more, 501-1k Employees ,66 Reviews
9427,Jabra Connect,4.1, 22 years old ,Consumer Electronics & Appliances , Noida +6 more,, 51-200 Employees ,66 Reviews
9428,Oasis Partners Asia,3.9,,5k-10k Employees ,,, Mumbai +35 more,66 Reviews
9429,Ondoor Concepts,3.8, Startup ,Internet , 9 years old , Bhopal +4 more, 51-200 Employees ,66 Reviews
9430,A-Check Global,4,,201-500 Employees ,,, Chennai +4 more,66 Reviews
9431,Lloyds Metals And Energy,3.6, Public ,Iron & Steel , 37 years old , Chandrapur +4 more, 1k-5k Employees ,66 Reviews
9432,Bharuch Enviro Infrastructure,4, 26 years old ,Real Estate , Ankleshwar +3 more,, 51-200 Employees ,66 Reviews
9433,Migsun Group,3.2, 31 years old ,Real Estate , Ghaziabad +6 more,, 51-200 Employees ,66 Reviews
9434,Thoucentric,3.9, 8 years old ,Management Consulting , Bangalore/Bengaluru +2 more,, 201-500 Employees ,66 Reviews
9435,National Environmental Engineering Research Institute,4.4, 65 years old ,Clinical Research , Nagpur +8 more,, 501-1k Employees ,66 Reviews
9436,Flex Technologies,4,,1k-5k Employees ,,, Chennai +4 more,66 Reviews
9437,Tag Corporation,3.6, 51 years old ,Industrial Machinery , Chennai +3 more,, 51-200 Employees ,66 Reviews
9438,Swan Solutions & Services,4.2, 34 years old ,IT Services & Consulting , Mumbai +5 more,, 201-500 Employees ,66 Reviews
9439,Stallion Group,3.7, 54 years old ,Telecom , Lagos +10 more,, 5k-10k Employees (Global) ,66 Reviews
9440,Concept Pharmaceuticals,2.7, 39 years old ,Pharma , Mumbai +11 more,, 11-50 Employees ,66 Reviews
9441,Shriram Fertilizers & Chemicals,4.1, 33 years old ,Agro Chemicals , New Delhi +21 more,, 5k-10k Employees (Global) ,66 Reviews
9442,One Point Solutions,2.9,,Gurgaon/Gurugram +8 more,,,,66 Reviews
9443,EC-Mobility,3.9, 6 years old ,IT Services & Consulting , Aurangabad +2 more,, 201-500 Employees ,66 Reviews
9444,Silver Spark Apparel,3.8, Mumbai +6 more,Fashion & Textile ,,, 11-50 Employees (Global) ,66 Reviews
9445,Digamber Finance,3.8, Jaipur +17 more,Financial Services ,,, 10k-50k Employees ,66 Reviews
9446,Services & Trade Co. LLC,3.8, 46 years old ,Engineering & Construction , Muscat +3 more,, 201-500 Employees ,66 Reviews
9447,Oasis Partners Asia,3.9,,5k-10k Employees ,,, Mumbai +35 more,66 Reviews
9448,Gameskraft,3.6, Startup ,Software Product , 6 years old , Bangalore +1 more, 501-1k Employees ,66 Reviews
9449,Fresa Technologies,4.5, 11 years old ,IT Services & Consulting , USA +4 more,, 51-200 Employees ,66 Reviews
9450,AUDITOR & TAX CONSULTANT,4.1,,1-10 Employees ,,, Bengaluru/Bangalore +23 more,66 Reviews
9451,ZIGRAM,3.2, 5 years old ,IT Services & Consulting , Gurgaon/Gurugram +2 more,, 201-500 Employees ,66 Reviews
9452,Intello Labs Pvt Ltd,3.3, 7 years old ,IT Services & Consulting , Gurgaon +8 more,, 51-200 Employees ,66 Reviews
9453,Emerson Export Engineering,4.2, Pune +1 more,Import & Export ,,, 1k-5k Employees ,66 Reviews
9454,Sirca Paints India,4.1, Public ,Chemicals , 17 years old , Delhi/NCR +16 more, 51-200 Employees ,66 Reviews
9455,Jabra Connect,4.1, 22 years old ,Consumer Electronics & Appliances , Noida +6 more,, 51-200 Employees ,66 Reviews
9456,WPP,3.7, Forbes Global 2000 ,Marketing & Advertising , 38 years old , London +5 more, 501-1k Employees ,66 Reviews
9457,SAT n paper,4.4,,Noida,,,,66 Reviews
9458,Data is Good,4.4, 4 years old ,EdTech , Noida +2 more,, 51-200 Employees ,66 Reviews
9459,Rayden Interactive,3.3, Pune,501-1k Employees ,,, 4 years old ,66 Reviews
9460,Education 10x,3.4, 3 years old ,Education & Training , Chhatarpur +2 more,, 51-200 Employees ,66 Reviews
9461,Tata nexarc,3.3,,Mumbai +8 more,,,,66 Reviews
9462,Ayushman Hospital & Health Services,3.9, 15 years old ,Healthcare , New Delhi +9 more,, 51-200 Employees ,66 Reviews
9463,Decorpot,3.3, 8 years old ,Architecture & Interior Design , Bengaluru/Bangalore +4 more,, 201-500 Employees ,66 Reviews
9464,Techtree It Systems,2.8, 17 years old ,IT Services & Consulting , Noida +5 more,, 51-200 Employees ,66 Reviews
9465,MSR IT Solution,3.6, 20 years old ,IT Services & Consulting , Kolkata +3 more,, 51-200 Employees ,66 Reviews
9466,Pacific It Consulting,4, 31 years old ,Recruitment , Noida +9 more,, 11-50 Employees ,65 Reviews
9467,IBM Daksh Business Process Services,4.3,,Gurgaon/Gurugram +7 more,,,,65 Reviews
9468,Jumbo Finvest India,4.4, 25 years old ,NBFC ,  Jaipur +18 more,, 501-1k Employees ,65 Reviews
9469,Gopal Corporation,3.8, New Delhi +16 more,201-500 Employees ,,, 81 years old ,65 Reviews
9470,Juma Al Majid Group,4.2, 73 years old ,Engineering & Construction , Dubai  +6 more,, 5k-10k Employees (Global) ,65 Reviews
9471,Bhagwan Mahaveer Cancer Hospital & Research Centre,4.2, 26 years old ,Healthcare , Jaipur +2 more,, 201-500 Employees ,65 Reviews
9472,RCF,4, 56 years old ,Agro Chemicals , Mumbai +10 more,, 1k-5k Employees (Global) ,65 Reviews
9473,Mandhana Industries,4.4, Public ,Fashion & Textile , 39 years old , Mumbai +13 more, 5k-10k Employees ,65 Reviews
9474,I Yogi Technical Services,2.3, 16 years old ,IT Services & Consulting , New York +5 more,, 5k-10k Employees (Global) ,65 Reviews
9475,Chennai Ford,4.5, 27 years old ,Automobile , Chennai +6 more,, 1k-5k Employees ,65 Reviews
9476,Kyocera Document Solutions India,3.6, 89 years old ,Printing & Publishing , Osaka +16 more,, 201-500 Employees ,65 Reviews
9477,Centum Rakon,3.9, Bangalore +2 more,Electronics Manufacturing ,,, 15 years old ,65 Reviews
9478,Konkan Railway Corporation,3.7, Central ,Railways , 52 years old , Navi Mumbai +14 more, 5k-10k Employees (Global) ,65 Reviews
